UID,BETWEENNESS CENTRALITY
1393294075,2.0666666666666664
564772809,74.88179043179044
520556385,10.833333333333332
701600541,3.0
677317169,11.066666666666665
1264640018,27.36666666666667
1802162943,22.999999999999996
1267867050,0.4
733285873,0.0
1461082972,15.799999999999999
100000121438746,184.46666666666667
1489906719,0.0
1557964253,39.4
1569649317,2.333333333333333
1105261710,0.6666666666666666
791333064,12.333333333333332
1596171400,0.13333333333333333
1540561041,0.0
1493432158,53.16159769068369
1628360351,26.631804157763238
1784412457,83.1471628857226
603716019,72.7354481156958
1613226624,92.87831246541707
800226939,7.181818181818182
100002815756523,124.56774230630198
100002967732289,0.7292708414063913
100001079463242,83.50353405967958
100002451954229,117.71923540900256
1405480620,6.066666666666666
1557010565,0.0
718708497,0.0
100003639653463,0.0
100000693867804,0.0
1554340672,0.0
100001032716895,2.5
1477755458,2.0
1504298546,1.0
1668550495,0.25
100000988246699,1.1666666666666665
741463054,1.0
1465267665,15.83333333333333
698112573,0.0
1517133420,0.0
1520038290,0.0
100004559771088,1.0
1311855495,107.23333333333333
1457172777,0.0
575979885,0.6666666666666666
1256518516,24.052331002331
1701079324,1.6666666666666665
1487077810,4.0
1249174445,166.76666666666665
100000192180901,4.0
1474636824,5.666666666666666
692951915,48.5
1601822613,0.5
1613591485,0.0
100000716496024,1.3333333333333333
695477887,30.733333333333338
5817531,0.0
100000213743892,0.8333333333333333
1048418350,0.0
100002956984769,8.0
100004302276046,0.0
100007603953907,1.9999999999999998
1458385607,0.15384615384615385
1008799945,7.0
100001428024486,7.499999999999999
1396771412,12.935542235542236
597324915,0.0
100000571423613,0.0
544919127,8.166666666666666
551935451,0.0
1747910245,9.866666666666667
1542361940,0.0
1561775570,0.0
1147422517,0.0
100001280413385,1.0
1267055942,0.0
100004482155086,0.5591787439613527
100004066161920,0.0
720956002,1.0
1479025876,0.0
100000835554129,2.0
1428844694,3.0
1556083802,0.0
100000698149607,4.666666666666666
1514870936,0.0
628783466,3.666666666666666
100001368420968,45.26122766122766
511193459,5.035714285714286
100000949851672,13.553185496993546
1314048809,4.0
1668540992,10.333333333333334
1283700881,1.3333333333333333
1569281950,11.833333333333332
1386517877,0.0
100001652030919,59.333333333333336
100000664030510,0.0
1190114289,68.67487082106211
1578647222,1.2527621192017475
1075460773,0.0
1579172220,43.70810408545704
100000642204643,63.38927283071248
100000944327188,0.0
1437736755,2.6666666666666665
1575183624,15.166666666666666
1462770121,1.0
630011129,1.9
1148213848,16.833333333333332
1432035836,0.0
1582975737,1.3333333333333333
100000465069858,0.5
1288324756,1.833333333333333
1564129646,0.0
1558260213,13.066666666666666
1558083017,0.0
1626905945,5.0
100002358934814,0.0
1692139995,12.435714285714285
1651050691,3.5303030303030303
1590354310,29.22004918885724
1476666278,43.80358611976259
1540724040,26.22236733854381
1536653620,127.44277815109018
1527332539,21.190595309403356
100000743270013,10.09042624042624
680659726,1.5
100000740247424,13.950671550671549
100000509863756,39.27388835794409
1248077592,0.0
1337746570,62.87389753177678
1216442611,12.833333333333332
505001217,0.0
734901842,17.0
100000452481169,1.0
780892602,1.5
1540549221,0.0
1560710573,2.0
1622738773,1.3333333333333333
100000266187689,0.0
100001822266982,7.446493212669683
100003220899437,0.5
100002748805974,50.54035409035409
1724659168,0.0
1663040691,0.0
1439750394,5.666666666666666
100001677596972,2.0
1795054285,0.6666666666666666
100000506081060,2.0
694285876,0.0
1232072827,0.4
100000006026395,0.0
1644555731,0.0
1610604028,0.0
706512911,0.3333333333333333
100003532354877,3.0
1456540389,0.0
100002291200916,0.0
100002361611588,6.019047619047619
1430711411,0.0
1048221446,16.4
100003829702779,63.13462940396378
100003228732920,8.345098322729902
100004426682363,0.6222222222222222
1559337535,1.0
100003327577989,0.0
572171136,0.0
781138749,1.5
1168655714,0.0
650606943,0.0
1593965528,1.0
100000268942092,1.0
100000968232202,0.0
1299135787,2.333333333333333
1768059667,1.5
1555206885,0.0
1453744823,1.0666666666666667
100000683008839,0.0
1483467709,0.0
1368124899,8.899999999999999
1628266188,12.233333333333334
100000483689096,0.0
1584002040,0.0
1321023144,0.0
1554693303,0.0
1584069102,0.5760683760683761
100000470980823,1.0
100003043750618,0.0
1169335461,0.0
100000642576173,33.56666666666666
1375975315,16.23333333333333
100000029835920,0.0
678699723,1.6666666666666665
1658362786,0.0
100001986141635,0.6666666666666666
591419319,2.0
1024121348,0.0
1546522808,0.0
1613140675,11.0
100001623657750,0.0
100004427701083,0.6666666666666666
100000829985107,3.333333333333333
626229190,0.0
1072707489,0.0
1438698037,8.333333333333332
1518778121,0.0
1460318747,0.0
1386767517,4.5
640367065,22.347834475466055
1636804832,0.6666666666666666
1204836539,0.6666666666666666
1557106720,9.0
1379492769,0.0
100003113135151,0.0
100007032030521,0.36363636363636365
1330866241,0.0
100001459904408,0.0
100008492431649,0.0
100000883181295,0.0
1633788209,0.0
100001952146734,2.0
1346911280,2.0
1552176403,6.397801697786218
100004283822939,5.840977443609021
1101030535,0.0
100001263757955,8.663095238095238
100000263684799,0.0
862830703,0.5
1075098284,0.0
1139756507,0.0
1285548134,0.0
1418284189,0.0
100001591300159,0.0
507631086,0.0
1569581584,0.0
1007709317,11.673088023088024
623844406,0.0
1195812221,0.0
100001892187077,11.999999999999998
100004467066436,0.0
100000592057475,2.6666666666666665
757802689,1.6666666666666665
1124714014,0.6666666666666666
100002888949752,6.0
100001103491934,0.6666666666666666
1153089848,0.0
1463894316,4.166666666666666
1586461351,0.4
100001573443229,10.202380952380953
100002744942683,5.0
100001439659930,0.0
1743955523,0.0
1479333770,0.0
1504360075,0.0
100000375983558,0.0
100002909319260,0.0
100003320849218,0.0
1062507746,0.0
1565629094,1.0
1352832816,0.0
1235104048,0.0
1473023750,0.0
1750330291,0.0
1508824441,0.0
649021472,0.0
778033165,0.0
1182370220,1.0
1581378866,1.0
1052252922,0.0
100006680409617,0.0
1454082922,0.0
1284028491,0.0
1443267284,0.0
1019064693,0.0
100003463030895,0.0
1834016443,0.0
1522676779,0.0
100000175295512,0.0
1389007392,0.0
100000019652923,0.0
1849575570,0.0
1609786183,0.0
100000494169403,0.0
100003730505905,0.0
1486168156,0.0
755749967,0.0
589236336,0.0
1613247180,0.0
1576926807,0.0
1488096153,1.0
1063863945,0.0
1550237997,0.0
1099060807,0.0
100001479467440,0.0
603549226,1.0
1435015804,0.0
1556228173,0.0
1433288692,0.0
1594294965,7.666666666666666
1286083141,0.0
1407863490,0.0
1575157543,0.0
1413994569,0.0
100000019521492,0.0
100000180979866,0.0
1253203453,0.0
1387804640,0.0
1577991118,0.0
1333568317,0.0
1481304268,0.0
1575434372,0.0
