UID,EIGENVECTOR CENTRALITY
537646373,0.014956854537440117
1511243235,0.01591922663873627
100001871897493,0.028778832555997495
100003676567468,0.021161581734058944
1745483871,0.07274873210641582
1164788058,0.02364331918602249
1031049658,0.015530283805876035
1547469370,0.017147862949060132
100001005424972,0.046124690873938765
1393294075,0.02019274524797178
564772809,0.04803413656980138
520556385,0.022864706381998685
701600541,0.020873508059449226
677317169,0.02059028133625827
1264640018,0.02469840750418758
1802162943,0.02238513750679077
1267867050,0.019440934272935223
733285873,0.017737434862583893
1461082972,0.024210894134371014
100000121438746,0.034956858054074176
1489906719,0.017613172053211116
1557964253,0.02597459549004524
1569649317,0.02010727999318937
1105261710,0.017264433488378767
791333064,0.02075753631444561
1596171400,0.02022375147384134
1540561041,0.014956854537440117
1493432158,0.10941334426552979
1628360351,0.04969646431298288
1784412457,0.11737469946092287
603716019,0.11684156029020527
1613226624,0.10527864821258132
800226939,0.025452974078381204
100002815756523,0.12268284616722815
100002967732289,0.05654075087993968
100001079463242,0.10880718010487526
100002451954229,0.09676453057571865
1405480620,0.019188059074023926
1557010565,0.014956854537440117
718708497,0.016028874510008048
100003639653463,0.016028874510008048
100000693867804,0.01602887451000805
1554340672,0.014956854537440117
100001032716895,0.01680629869288536
1477755458,0.016751194935401274
1504298546,0.016193828559499163
1668550495,0.023206183486919
100000988246699,0.02178602227086938
741463054,0.01757553621744635
1465267665,0.025113541049017172
698112573,0.018582556236207953
1517133420,0.018582556236207953
1520038290,0.02555815244114275
100004559771088,0.018566299043875797
1311855495,0.029853261136286002
1457172777,0.019868517610803174
575979885,0.01918385446533357
1256518516,0.047098946058004854
1701079324,0.019803956688646922
1487077810,0.01994670786684114
1249174445,0.03248361885213753
100000192180901,0.020659484195201996
1474636824,0.022682461842054972
692951915,0.026254875184068174
1601822613,0.02181930705319493
1613591485,0.019249917147697332
100000716496024,0.01989073770732309
695477887,0.025361260634533336
5817531,0.020153152222827826
100000213743892,0.02499947619738125
1048418350,0.01924991714769734
100002956984769,0.024987997718435854
100004302276046,0.020153152222827826
100007603953907,0.025338413845247487
1458385607,0.023268418080647276
1008799945,0.020940516585320933
100001428024486,0.021955556160372345
1396771412,0.0438774211527889
597324915,0.017941042849699326
100000571423613,0.01558797919592563
544919127,0.018873189324641878
551935451,0.014956854537440117
1747910245,0.01892919443768143
1542361940,0.015530283805876035
1561775570,0.015530283805876035
1147422517,0.014956854537440117
100001280413385,0.016420622682686667
1267055942,0.015808009013577595
100004482155086,0.03414513687766623
100004066161920,0.014956854537440117
720956002,0.0162093418658343
1479025876,0.015498899401897267
100000835554129,0.016653170463783225
1428844694,0.017281063963985394
1556083802,0.016093986192961318
100000698149607,0.017351682195903606
1514870936,0.01553649653277286
628783466,0.017333648703696004
100001368420968,0.06284412264973385
511193459,0.02634125811222852
100000949851672,0.056461414085508546
1314048809,0.017627459460710607
1668540992,0.020391110157712188
1283700881,0.016916750684653876
1569281950,0.020168930115426427
1386517877,0.01569768012947166
100001652030919,0.02215369256606557
100000664030510,0.015631821294033763
1190114289,0.10638512426585785
1578647222,0.057524534313899464
1075460773,0.022573964128883545
1579172220,0.07622585325624244
100000642204643,0.08501197899990616
100000944327188,0.014956854537440117
1437736755,0.01671421951262844
1575183624,0.019145501168910322
1462770121,0.016055163375707195
630011129,0.017338747552691013
1148213848,0.019612134576896013
1432035836,0.014956854537440117
1582975737,0.016726608657008285
100000465069858,0.016257022538149347
1288324756,0.017520308743863424
1564129646,0.015582110731616585
1558260213,0.018697698418906575
1558083017,0.015550875951258454
1626905945,0.01776365168933144
100002358934814,0.01754240139478363
1692139995,0.029284210432317832
1651050691,0.04133107135050558
1590354310,0.07759881373303128
1476666278,0.051231922674848995
1540724040,0.0674702121625287
1536653620,0.08670283193534863
1527332539,0.06660101300440947
100000743270013,0.04284275691043876
680659726,0.019932941174287164
100000740247424,0.036409434746874185
100000509863756,0.08760880853663558
1248077592,0.020268166849442215
1337746570,0.10551405945532953
1216442611,0.019771004920332548
505001217,0.01813876324447568
734901842,0.019836520078927267
100000452481169,0.016153551894985504
780892602,0.018702849490642163
1540549221,0.01813876324447568
1560710573,0.01685678703466
1622738773,0.01743255490158802
100000266187689,0.014956854537440117
100001822266982,0.037025015078542244
100003220899437,0.018143890119530687
100002748805974,0.042211449475390024
1724659168,0.014956854537440117
1663040691,0.01679168088940915
1439750394,0.019216715092293123
100001677596972,0.01929110009732503
1795054285,0.017156571071686427
100000506081060,0.016710477843678566
694285876,0.018120838062262116
1232072827,0.017747975062614465
100000006026395,0.01591922663873627
1644555731,0.015474320070246407
1610604028,0.015474320070246407
706512911,0.01753436613510274
100003532354877,0.01772926945615688
1456540389,0.015549726199894389
100002291200916,0.01722965495612074
100002361611588,0.03023372293704268
1430711411,0.016189041256955035
1048221446,0.019513736243232348
100003829702779,0.09426948624934496
100003228732920,0.05004788593647291
100004426682363,0.026209027688345828
1559337535,0.019483748266648795
100003327577989,0.014956854537440117
572171136,0.015721456627658607
781138749,0.017005598189704013
1168655714,0.02031551273922514
650606943,0.014956854537440117
1593965528,0.01649244640775441
100000268942092,0.01606716948572211
100000968232202,0.014956854537440117
1299135787,0.022965980485370487
1768059667,0.019189346019046215
1555206885,0.015474320070246407
1453744823,0.01854533974905545
100000683008839,0.01595515582691626
1483467709,0.016833126097287574
1368124899,0.02167208707475337
1628266188,0.02088471830652446
100000483689096,0.016833126097287574
1584002040,0.018082923767527504
1321023144,0.018082923767527504
1554693303,0.014956854537440117
1584069102,0.021916038581632147
100000470980823,0.016129673310833252
100003043750618,0.016125821516025905
1169335461,0.015622717547577407
100000642576173,0.02018424603405626
1375975315,0.019774195030178493
100000029835920,0.016311024021001323
678699723,0.017026689028264173
1658362786,0.014956854537440117
100001986141635,0.0161874862544136
591419319,0.017892159888844437
1024121348,0.01821248655704053
1546522808,0.01559708537913395
1613140675,0.018631884663016362
100001623657750,0.014956854537440117
100004427701083,0.01625707748821023
100000829985107,0.017788293664912934
626229190,0.01616431365483016
1072707489,0.016742197201957857
1438698037,0.018319635597353893
1518778121,0.01616431365483016
1460318747,0.014956854537440117
1386767517,0.021429961423223582
640367065,0.07470315837177482
1636804832,0.0167134474821047
1204836539,0.0167134474821047
1557106720,0.018052160722385215
1379492769,0.01620918362227242
100003113135151,0.01620918362227242
100007032030521,0.019177417922085722
1330866241,0.017229590226900873
100001459904408,0.015647713389269662
100008492431649,0.014956854537440117
100000883181295,0.014956854537440117
1633788209,0.015620515774306358
100001952146734,0.016801784989482607
1346911280,0.016934503212043504
1552176403,0.05762080293379167
100004283822939,0.03281814838244317
1101030535,0.015474320070246407
100001263757955,0.031534686405548545
100000263684799,0.014956854537440117
862830703,0.018463241254461783
1075098284,0.015916975350437554
1139756507,0.015916975350437554
1285548134,0.014956854537440117
1418284189,0.015555894894721896
100001591300159,0.016368417054833537
507631086,0.014956854537440117
1569581584,0.014956854537440117
1007709317,0.03581794853276668
623844406,0.015583218370237979
1195812221,0.015592784217626714
100001892187077,0.019016878979378475
100004467066436,0.015527074196390914
100000592057475,0.018364987680739357
757802689,0.016888982164744312
1124714014,0.01660788793827802
100002888949752,0.01823641257965614
100001103491934,0.019551333109829032
1153089848,0.014956854537440117
1463894316,0.01978294449479066
1586461351,0.018277470961881395
100001573443229,0.027672323153216206
100002744942683,0.023329462776607173
100001439659930,0.016801252556706756
1743955523,0.02028422976838807
1479333770,0.0156509922791916
1504360075,0.015474320070246407
100000375983558,0.01676783628621773
100002909319260,0.017263327759246775
100003320849218,0.016368417054833537
1062507746,0.014956854537440117
1565629094,0.016138724278482886
1352832816,0.01562019324215009
1235104048,0.014956854537440117
1473023750,0.016499276926938235
1750330291,0.014956854537440117
1508824441,0.014956854537440117
649021472,0.015496537930291508
778033165,0.015527074196390914
1182370220,0.016311080471708483
1581378866,0.016194450312595685
1052252922,0.015657111189937387
100006680409617,0.023411047541478415
1454082922,0.015474320070246407
1284028491,0.015474320070246407
1443267284,0.015668183236658494
1019064693,0.014956854537440117
100003463030895,0.01737944109190358
1834016443,0.014956854537440117
1522676779,0.014956854537440117
100000175295512,0.015474320070246407
1389007392,0.015474320070246407
100000019652923,0.015704608017061503
1849575570,0.014956854537440117
1609786183,0.014956854537440117
100000494169403,0.015631821294033763
100003730505905,0.019059402763787228
1486168156,0.014956854537440117
755749967,0.015474320070246407
589236336,0.015474320070246407
1613247180,0.014956854537440117
1576926807,0.014956854537440117
1488096153,0.016078665115823412
1063863945,0.015494529535320718
1550237997,0.014956854537440117
1099060807,0.014956854537440117
100001479467440,0.016043115714699723
603549226,0.016068621083198904
1435015804,0.014956854537440117
1556228173,0.014956854537440117
1433288692,0.014956854537440117
1594294965,0.01816246127768197
1286083141,0.014956854537440117
1407863490,0.014956854537440117
1575157543,0.015564212253931996
1413994569,0.014956854537440117
100000019521492,0.014956854537440117
100000180979866,0.014956854537440117
1253203453,0.014956854537440117
1387804640,0.014956854537440117
1577991118,0.014956854537440117
1333568317,0.015474320070246407
1481304268,0.014956854537440117
1575434372,0.014956854537440117
