UID,CLOSENESS CENTRALITY
836460098,0.002352941176470588
1031734142,0.0011806375442739079
1620195574,0.0011806375442739079
592958344,0.0011806375442739079
752049186,0.0011976047904191617
100000460797181,0.0012135922330097086
1150567451,0.0012547051442910915
1512397688,0.001199040767386091
659780554,0.0012165450121654502
1583767010,0.0012048192771084338
1353053028,0.0012484394506866417
100001291308549,0.0012391573729863693
1592342186,0.0012195121951219512
1550065701,0.0012224938875305623
1377861809,0.0011976047904191617
1003742112,0.0012091898428053204
1478113265,0.0012106537530266344
1422401843,0.0011890606420927466
100000614600550,0.0012165450121654502
100001798566146,0.001183431952662722
1306021650,0.0011918951132300357
100001693022196,0.0012422360248447205
1577119215,0.0011890606420927466
100000437562594,0.0012345679012345679
1577440545,0.0011792452830188679
699749567,0.001183431952662722
1529441651,0.0012048192771084338
100000048381511,0.001215066828675577
1557184819,0.0011961722488038277
1529169343,0.0012004801920768306
1379547150,0.0012004801920768306
1286239002,0.001199040767386091
100002081767299,0.0012004801920768306
100004967584302,0.0011918951132300357
1288360510,0.0012062726176115801
100008029844848,0.0011961722488038277
100003784913934,0.0011947431302270011
1041832045,0.0011976047904191617
100008302000551,0.0012033694344163659
1318986142,0.001199040767386091
100002269884346,0.0011947431302270011
702751883,0.0011933174224343676
1659609863,0.0011961722488038277
1357590223,0.0012004801920768306
100004490670042,0.001199040767386091
1627000464,0.001184834123222749
1577885232,0.0011862396204033216
1449108101,0.001184834123222749
1347703224,0.0011890606420927466
1548840395,0.0011890606420927466
100000914628671,0.001183431952662722
1745385892,0.0011947431302270011
1547402711,0.0011904761904761906
1373347961,0.0011792452830188679
1206710771,0.001184834123222749
1008807096,0.001183431952662722
100003825277168,0.0011806375442739079
1472505912,0.001184834123222749
1120816688,0.0011806375442739079
1120025226,0.001182033096926714
751502974,0.001218026796589525
1463362965,0.0012121212121212121
100003332784039,0.0011890606420927466
1645624410,0.0011933174224343676
1475837888,0.001215066828675577
1246760058,0.0012195121951219512
100002768706225,0.0011976047904191617
1544416648,0.0012360939431396785
1629302317,0.0012300123001230013
1060995620,0.0011933174224343676
554993142,0.0011792452830188679
659499600,0.001184834123222749
100002630417624,0.0011961722488038277
100000508970432,0.0011933174224343676
567278625,0.0012033694344163659
100000487715596,0.0012077294685990338
100000179415374,0.001226993865030675
100000274192255,0.0012224938875305623
1643448655,0.0012330456226880395
1516178922,0.0012106537530266344
1825677330,0.001199040767386091
100002201148895,0.001182033096926714
100000599363299,0.0011876484560570072
100002294510758,0.0012048192771084338
1210125203,0.0011792452830188679
708010934,0.0011806375442739079
100001074596054,0.001177856301531213
1095862165,0.0011876484560570072
1355864057,0.001183431952662722
572102924,0.0011876484560570072
1187093618,0.0012106537530266344
1462203855,0.0011862396204033216
669584808,0.0011862396204033216
1500995833,0.001199040767386091
590651024,0.0011904761904761906
1265922058,0.0012062726176115801
1556264029,0.0012360939431396785
1331116607,0.0011933174224343676
1526265547,0.0011890606420927466
1176475320,0.001182033096926714
1054171618,0.001226993865030675
100001638152391,0.0012195121951219512
100003142745920,0.001226993865030675
1036670655,0.001184834123222749
1340266499,0.0012165450121654502
537646373,0.001177856301531213
1511243235,0.0011792452830188679
100001871897493,0.0011918951132300357
100003676567468,0.0011806375442739079
1745483871,0.0012062726176115801
1164788058,0.0011806375442739079
1031049658,0.0011792452830188679
1547469370,0.001183431952662722
100001005424972,0.0011961722488038277
1393294075,0.0011862396204033216
564772809,0.0012004801920768306
520556385,0.0011862396204033216
701600541,0.001183431952662722
677317169,0.0011876484560570072
1264640018,0.0011918951132300357
1802162943,0.0011904761904761906
1267867050,0.001184834123222749
733285873,0.0011806375442739079
1461082972,0.0011933174224343676
100000121438746,0.0012106537530266344
1489906719,0.001182033096926714
1557964253,0.0011961722488038277
1569649317,0.0011862396204033216
1105261710,0.001182033096926714
791333064,0.0011862396204033216
1596171400,0.001184834123222749
1540561041,0.001177856301531213
1493432158,0.001215066828675577
1628360351,0.0011961722488038277
1784412457,0.001221001221001221
603716019,0.0012195121951219512
1613226624,0.001218026796589525
800226939,0.001184834123222749
100002815756523,0.0012254901960784314
100002967732289,0.0011918951132300357
100001079463242,0.0012195121951219512
100002451954229,0.0012195121951219512
1405480620,0.001184834123222749
1557010565,0.001177856301531213
718708497,0.0011806375442739079
100003639653463,0.0011806375442739079
100000693867804,0.0011806375442739079
1554340672,0.001177856301531213
100001032716895,0.001182033096926714
1477755458,0.001182033096926714
1504298546,0.0011806375442739079
1668550495,0.001182033096926714
100000988246699,0.001182033096926714
741463054,0.0011806375442739079
1465267665,0.0011918951132300357
698112573,0.0011806375442739079
1517133420,0.0011806375442739079
1520038290,0.001182033096926714
100004559771088,0.0011806375442739079
1311855495,0.0012033694344163659
1457172777,0.001182033096926714
575979885,0.001182033096926714
1256518516,0.0011947431302270011
1701079324,0.001182033096926714
1487077810,0.001183431952662722
1249174445,0.0012077294685990338
100000192180901,0.001184834123222749
1474636824,0.0011876484560570072
692951915,0.0011961722488038277
1601822613,0.001183431952662722
1613591485,0.001182033096926714
100000716496024,0.001183431952662722
695477887,0.0011933174224343676
5817531,0.001183431952662722
100000213743892,0.001183431952662722
1048418350,0.001182033096926714
100002956984769,0.001184834123222749
100004302276046,0.001183431952662722
100007603953907,0.001184834123222749
1458385607,0.0011806375442739079
1008799945,0.001184834123222749
100001428024486,0.0011862396204033216
1396771412,0.0011918951132300357
597324915,0.0011792452830188679
100000571423613,0.0011792452830188679
544919127,0.0011862396204033216
551935451,0.001177856301531213
1747910245,0.0011862396204033216
1542361940,0.0011792452830188679
1561775570,0.0011792452830188679
1147422517,0.001177856301531213
100001280413385,0.0011806375442739079
1267055942,0.0011792452830188679
100004482155086,0.001184834123222749
100004066161920,0.001177856301531213
720956002,0.0011806375442739079
1479025876,0.0011792452830188679
100000835554129,0.001182033096926714
1428844694,0.001183431952662722
1556083802,0.0011806375442739079
100000698149607,0.001183431952662722
1514870936,0.0011792452830188679
628783466,0.001183431952662722
100001368420968,0.0012048192771084338
511193459,0.001184834123222749
100000949851672,0.0011961722488038277
1314048809,0.001183431952662722
1668540992,0.0011862396204033216
1283700881,0.001182033096926714
1569281950,0.0011876484560570072
1386517877,0.0011792452830188679
100001652030919,0.0011947431302270011
100000664030510,0.0011792452830188679
1190114289,0.001215066828675577
1578647222,0.0011918951132300357
1075460773,0.0011806375442739079
1579172220,0.0012077294685990338
100000642204643,0.0012106537530266344
100000944327188,0.001177856301531213
1437736755,0.001182033096926714
1575183624,0.0011876484560570072
1462770121,0.0011806375442739079
630011129,0.001182033096926714
1148213848,0.0011876484560570072
1432035836,0.001177856301531213
1582975737,0.001182033096926714
100000465069858,0.0011806375442739079
1288324756,0.001183431952662722
1564129646,0.0011792452830188679
1558260213,0.0011862396204033216
1558083017,0.0011792452830188679
1626905945,0.001183431952662722
100002358934814,0.0011806375442739079
1692139995,0.0011890606420927466
1651050691,0.0011904761904761906
1590354310,0.0012062726176115801
1476666278,0.0011976047904191617
1540724040,0.0012004801920768306
1536653620,0.0012165450121654502
1527332539,0.0012004801920768306
100000743270013,0.0011918951132300357
680659726,0.001182033096926714
100000740247424,0.0011890606420927466
100000509863756,0.0012077294685990338
1248077592,0.001182033096926714
1337746570,0.0012165450121654502
1216442611,0.0011890606420927466
505001217,0.001184834123222749
734901842,0.0011890606420927466
100000452481169,0.0011806375442739079
780892602,0.0011862396204033216
1540549221,0.001184834123222749
1560710573,0.001182033096926714
1622738773,0.001183431952662722
100000266187689,0.001177856301531213
100001822266982,0.0011890606420927466
100003220899437,0.0011806375442739079
100002748805974,0.0011976047904191617
1724659168,0.001177856301531213
1663040691,0.0011806375442739079
1439750394,0.0011862396204033216
100001677596972,0.0011862396204033216
1795054285,0.001182033096926714
100000506081060,0.001182033096926714
694285876,0.001183431952662722
1232072827,0.0011806375442739079
100000006026395,0.0011792452830188679
1644555731,0.0011792452830188679
1610604028,0.0011792452830188679
706512911,0.001182033096926714
100003532354877,0.001182033096926714
1456540389,0.0011792452830188679
100002291200916,0.0011806375442739079
100002361611588,0.0011876484560570072
1430711411,0.0011806375442739079
1048221446,0.0011876484560570072
100003829702779,0.0012106537530266344
100003228732920,0.0011918951132300357
